num,title,units,lectures,sections,department
66502,Dietrich College Senior Honors Thesis II,9.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'D', 'instructors': ['Instructor TBA']}]",[],Dietrich College Interdisciplinary
54011,Warmup,1.0,"[{'times': [{'days': [1, 3, 5], 'begin': '08:20AM', 'end': '08:50AM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Wadsworth']}]",[],Drama
54050,Study Abroad,0.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Instructor TBA']}]",[],Drama
54101,Acting I,10.0,"[{'times': [{'days': [1, 3, 5], 'begin': '09:00AM', 'end': '11:20AM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Mackenzie-Wood']}, {'times': [{'days': [1, 3, 5], 'begin': '09:00AM', 'end': '11:20AM', 'building': 'PCA', 'room': '318', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Smith']}, {'times': [{'days': [1, 3, 5], 'begin': '09:00AM', 'end': '11:20AM', 'building': 'PCA', 'room': '314', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['TBA']}]",[],Drama
54103,Speech I,6.0,"[{'times': [{'days': [2], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [4], 'begin': '10:30AM', 'end': '11:30AM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Logan']}, {'times': [{'days': [2], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [4], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'PCA', 'room': 'A41', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Logan']}]",[],Drama
54105,Voice/Alexander I,5.0,"[{'times': [{'days': [2], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': 'A35', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [4], 'begin': '01:30PM', 'end': '02:30PM', 'building': 'PCA', 'room': 'A35', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Levinson', 'Velten-Smith']}, {'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': 'A35', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Levinson', 'Velten-Smith']}]",[],Drama
54107,Movement I,4.0,"[{'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Moore']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Moore']}, {'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Moore']}]",[],Drama
54109,Dramaturgy 1: Approaches to Text,9.0,"[{'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'PCA', 'room': '231', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Arons']}]",[],Drama
54110,Text for Actors,2.0,"[{'times': [{'days': [2, 4], 'begin': '04:30PM', 'end': '05:20PM', 'building': 'PCA', 'room': '318', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Mackenzie-Wood']}, {'times': [{'days': [2, 4], 'begin': '09:30AM', 'end': '10:20AM', 'building': 'PCA', 'room': '318', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B2', 'instructors': ['Mackenzie-Wood']}]",[],Drama
54121,Directing I: Sources,9.0,"[{'times': [{'days': [1, 3], 'begin': '02:30PM', 'end': '04:20PM', 'building': 'PCA', 'room': '118', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Harris']}]",[],Drama
54123,Ballet I,5.0,"[{'times': [{'days': [1, 3, 5], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Caton', 'Conte']}, {'times': [{'days': [1, 3, 5], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Conte']}]",[],Drama
54125,Music Skills I,4.0,"[{'times': [{'days': [2, 4], 'begin': '04:30PM', 'end': '05:20PM', 'building': 'PCA', 'room': 'A35', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Benack']}]",[],Drama
54135,The Basics of Self-Producing: How to Put Up Your Show in NYC and Get It Reviewed,6.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '231', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A1', 'instructors': ['Cook']}]",[],Drama
54151,Stagecraft,13.0,"[{'times': [{'days': [1, 2, 3, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '107', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [1, 2, 3, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '114', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [1, 2, 3, 4, 5], 'begin': '06:30PM', 'end': '10:20PM', 'building': 'PCA', 'room': '107', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '103', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '118', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '308', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [6], 'begin': '10:00AM', 'end': '02:00PM', 'building': 'PCA', 'room': '107', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Holcomb', 'Brown']}]",[],Drama
54157,Basic PTM 1,6.0,"[{'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '304', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Hines']}]",[],Drama
54159,Production Practicum,6.0,"[{'times': [{'days': [1, 2, 3, 4, 5], 'begin': '06:30PM', 'end': '10:20PM', 'building': 'PCA', 'room': '114', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [6], 'begin': '10:00AM', 'end': '01:20PM', 'building': 'PCA', 'room': '114', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Holcomb']}]",[],Drama
54163,Production for Non Majors,6.0,"[{'times': [{'days': [1, 2, 3, 4, 5], 'begin': '06:30PM', 'end': '10:20PM', 'building': 'PCA', 'room': '114', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [6], 'begin': '10:00AM', 'end': '01:20PM', 'building': 'PCA', 'room': '114', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Holcomb']}]",[],Drama
54167,Acting for Directors I,10.0,"[{'times': [{'days': [1, 3, 5], 'begin': '09:00AM', 'end': '11:20AM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Smith', 'Mackenzie-Wood']}]",[],Drama
54169,Studiocraft 1,13.0,"[{'times': [{'days': [1, 3, 5], 'begin': '08:30AM', 'end': '10:20AM', 'building': 'PCA', 'room': '304', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Block', 'Zamborsky']}]",[],Drama
54171,Basic Design 1,6.0,"[{'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '12:20PM', 'building': 'PCA', 'room': '304', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Tsu']}]",[],Drama
54175,Conservatory Hour,1.0,"[{'times': [{'days': [1], 'begin': '04:30PM', 'end': '05:20PM', 'building': 'PCA', 'room': '114', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Block', 'Holcomb', 'Arons']}]",[],Drama
54177,Foundations of Drama I,6.0,"[{'times': [{'days': [2, 4], 'begin': '09:00AM', 'end': '10:20AM', 'building': 'PH', 'room': '226A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Good']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PH', 'room': 'A20', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Good']}]",[],Drama
54187,Introduction to Playwriting,9.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '231', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Barsky']}]",[],Drama
54191,Acting for Non-Majors,9.0,"[{'times': [{'days': [1, 3], 'begin': '04:30PM', 'end': '05:50PM', 'building': 'PCA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Mansoor']}, {'times': [{'days': [1, 3], 'begin': '04:30PM', 'end': '05:50PM', 'building': 'PCA', 'room': '314', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Hoffer']}, {'times': [{'days': [1, 3], 'begin': '04:30PM', 'end': '05:50PM', 'building': 'PCA', 'room': '318', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Lyons']}]",[],Drama
54193,Intro to Screenwriting,9.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'BH', 'room': '154A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Choi']}, {'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PH', 'room': 'A20A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Durkee']}]",[],Drama
54195,Writing Satire for the Stage,9.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'WEH', 'room': '5316', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Wimmer']}]",[],Drama
54200,Dramaturgy Forum,1.0,"[{'times': [{'days': [5], 'begin': '04:30PM', 'end': '05:20PM', 'building': 'PCA', 'room': '307', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Joseph']}]",[],Drama
54201,Acting II,12.0,"[{'times': [{'days': [1, 3], 'begin': '01:00PM', 'end': '03:20PM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [5], 'begin': '01:30PM', 'end': '03:50PM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['McKay']}, {'times': [{'days': [1, 3], 'begin': '01:00PM', 'end': '03:20PM', 'building': 'PCA', 'room': '318', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [5], 'begin': '01:30PM', 'end': '03:50PM', 'building': 'PCA', 'room': '318', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Mackenzie-Wood']}, {'times': [{'days': [1, 3], 'begin': '01:00PM', 'end': '03:20PM', 'building': 'PCA', 'room': '314', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [5], 'begin': '01:30PM', 'end': '03:50PM', 'building': 'PCA', 'room': '314', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Smith']}]",[],Drama
54203,Voice and Speech II,5.0,"[{'times': [{'days': [1, 3, 5], 'begin': '09:00AM', 'end': '10:20AM', 'building': 'PCA', 'room': 'A35', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Wadsworth', 'Levinson']}, {'times': [{'days': [1, 3, 5], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'PCA', 'room': 'A35', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Levinson', 'Wadsworth']}]",[],Drama
54205,Ballet II,3.0,"[{'times': [{'days': [2, 4], 'begin': '09:00AM', 'end': '10:20AM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Caton']}, {'times': [{'days': [2, 4], 'begin': '09:00AM', 'end': '10:20AM', 'building': 'PCA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Conte']}]",[],Drama
54207,Movement II,"3,5","[{'times': [{'days': [1, 3, 5], 'begin': '09:00AM', 'end': '10:20AM', 'building': 'PCA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Warman']}, {'times': [{'days': [1, 3], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'PCA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Warman']}]",[],Drama
54211,Actor Dance II,3.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Caton']}]",[],Drama
54213,Singing for Actors II,3.0,"[{'times': [{'days': [1, 3], 'begin': '03:30PM', 'end': '04:20PM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Douglas']}]",[],Drama
54217,Jazz II,2.0,"[{'times': [{'days': [1], 'begin': '04:30PM', 'end': '05:50PM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Cousin']}, {'times': [{'days': [3], 'begin': '04:30PM', 'end': '05:50PM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Cousin']}]",[],Drama
54219,Music Theatre Literature and Repertoire,4.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Benack']}]",[],Drama
54221,Directing II: Fundamentals,9.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '115', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Weild']}]",[],Drama
54223,Tap II,2.0,"[{'times': [{'days': [2], 'begin': '12:00PM', 'end': '12:50PM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Conte']}, {'times': [{'days': [5], 'begin': '12:30PM', 'end': '01:20PM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Conte']}]",[],Drama
54229,Valiant Hindenburg,9.0,"[{'times': [{'days': [1, 3, 5], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'PCA', 'room': '307', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [2, 4], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'PCA', 'room': '103', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A1', 'instructors': ['Pino', 'Mundell', 'Block', 'Shackleford']}]",[],Drama
54231,Design for the Stage,9.0,"[{'times': [{'days': [1], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'PCA', 'room': '211', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '304', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Limauro', 'Sissons', 'Block']}]",[],Drama
54233,Acting For Directors II,12.0,"[{'times': [{'days': [1, 3], 'begin': '01:00PM', 'end': '03:20PM', 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}, {'days': [5], 'begin': '01:30PM', 'end': '03:50PM', 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Mackenzie-Wood', 'Smith', 'McKay']}]",[],Drama
54237,Scenic Painting I,6.0,"[{'times': [{'days': [5], 'begin': '10:00AM', 'end': '12:20PM', 'building': 'PCA', 'room': '107', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Zamborsky']}]",[],Drama
54239,History of Architecture and Decor 1: Ancients to Gothic,"4,6","[{'times': [{'days': [2, 4], 'begin': '09:00AM', 'end': '09:50AM', 'building': 'PCA', 'room': '307', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Block']}]",[],Drama
54245,History of Clothing 1,6.0,"[{'times': [{'days': [3, 5], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': '103', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Eshelman']}]",[],Drama
54249,Stagecraft II,14.0,"[{'times': [{'days': [3], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'PCA', 'room': '211', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Brown', 'Hines']}]",[],Drama
54256,Dramaturgy 3: New Play Dramaturgy,9.0,"[{'times': [{'days': [1, 3], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'HL', 'room': '106B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Rivas']}]",[],Drama
54257,Directing: Production II,6.0,"[{'times': [{'days': [1, 2, 3, 4, 5], 'begin': '06:30PM', 'end': '10:20PM', 'building': 'PCA', 'room': '118', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [2], 'begin': '04:30PM', 'end': '06:00PM', 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Holcomb', 'Harris']}]",[],Drama
54264,Welding,4.0,"[{'times': [{'days': [5], 'begin': '10:30AM', 'end': '12:20PM', 'building': 'PCA', 'room': '107', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Carter']}, {'times': [{'days': [4], 'begin': '10:30AM', 'end': '12:20PM', 'building': 'PCA', 'room': '107', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Carter']}]",[],Drama
54266,Stage Management: Cue Lab,3.0,"[{'times': [{'days': [1, 3], 'begin': '09:00AM', 'end': '11:50AM', 'building': 'PCA', 'room': '115', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Shackleford']}]",[],Drama
54267,Conceptual Sound Design,9.0,"[{'times': [{'days': [3], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'PCA', 'room': '210', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Pino']}]",[],Drama
54268,Organized Sound,6.0,"[{'times': [{'days': [3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '332', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Pickett']}]",[],Drama
54271,Technical Management,6.0,"[{'times': [{'days': [1, 3], 'begin': '09:00AM', 'end': '10:20AM', 'building': 'PCA', 'room': '307', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Mccarter']}]",[],Drama
54273,Technical Direction I,6.0,"[{'times': [{'days': [1, 3], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'BH', 'room': 'A54', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Boevers']}]",[],Drama
54274,Seminar in Costume Management,4.0,"[{'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '308', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Russman']}]",[],Drama
54275,History of Sound Design,3.0,"[{'times': [{'days': [5], 'begin': '10:30AM', 'end': '11:20AM', 'building': 'PCA', 'room': '103', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Pino', 'Pickett']}]",[],Drama
54277,Negotiation and Conflict Management,3.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'GHC', 'room': '4101', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A1', 'instructors': ['Shackleford']}]",[],Drama
54281,Foundations of Drama II,6.0,"[{'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'PH', 'room': 'A19', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Crane']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '103', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Crane']}]",[],Drama
54284,Fundamentals of Directing,6.0,"[{'times': [{'days': [5], 'begin': '12:30PM', 'end': '03:20PM', 'building': 'PCA', 'room': '115', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Weild']}]",[],Drama
54285,Alexander Technique Tutorials,1.5,"[{'times': [{'days': [2], 'begin': '12:00PM', 'end': '12:50PM', 'building': 'PCA', 'room': 'A35', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Levinson']}, {'times': [{'days': [4], 'begin': '12:00PM', 'end': '12:50PM', 'building': 'PCA', 'room': 'A35', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Levinson']}, {'times': [{'days': [2, 4], 'begin': '04:30PM', 'end': '05:50PM', 'building': 'PCA', 'room': 'A41', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Levinson']}]",[],Drama
54295,Advanced Fabrication 2,6.0,"[{'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '107', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Carter']}]",[],Drama
54299,Dramaturgy Production:Assistant,9.0,"[{'times': [{'days': [2], 'begin': '04:30PM', 'end': '05:50PM', 'building': 'PCA', 'room': '103', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [3], 'begin': '04:30PM', 'end': '06:00PM', 'building': 'PCA', 'room': '103', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Arons']}, {'times': [{'days': [2], 'begin': '04:30PM', 'end': '05:50PM', 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}, {'days': [3], 'begin': '04:30PM', 'end': '06:00PM', 'building': 'PCA', 'room': '103', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Rivas']}]",[],Drama
54300,Dramaturgy Research Hours,6.0,"[{'times': [{'days': [3], 'begin': '04:30PM', 'end': '06:00PM', 'building': 'PCA', 'room': '103', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Arons']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Rivas']}]",[],Drama
54301,Acting III,10.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'PCA', 'room': '318', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Kovitz', 'Logan', 'McKay', 'Moore']}]",[],Drama
54305,Voice/Alexander III,5.0,"[{'times': [{'days': [1, 3], 'begin': '11:30AM', 'end': '12:50PM', 'building': 'PCA', 'room': '321', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Velten-Smith', 'Levinson']}, {'times': [{'days': [1, 3], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': 'A35', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Velten-Smith', 'Levinson']}]",[],Drama
54307,Movement III,5.0,"[{'times': [{'days': [1, 3], 'begin': '09:00AM', 'end': '10:50AM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [5], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'PCA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Moore']}]",[],Drama
54309,Dialects and Accents,6.0,"[{'times': [{'days': [1, 3], 'begin': '11:30AM', 'end': '12:50PM', 'building': 'PCA', 'room': 'A41', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Logan']}, {'times': [{'days': [1, 3], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PCA', 'room': 'A41', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Logan']}]",[],Drama
54311,Rehearsal and Performance III,VAR,"[{'times': [{'days': [1, 2, 3, 4, 5], 'begin': '06:30PM', 'end': '10:20PM', 'building': 'PCA', 'room': '114', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [2, 4], 'begin': '05:30PM', 'end': '06:00PM', 'building': 'PCA', 'room': '318', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [6], 'begin': '10:00AM', 'end': '01:50PM', 'building': 'PCA', 'room': '114', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Wadsworth']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['McKay']}]",[],Drama
54313,Ballet III,3.0,"[{'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Caton']}, {'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Conte']}]",[],Drama
54315,Jazz III,2.0,"[{'times': [{'days': [5], 'begin': '09:30AM', 'end': '10:50AM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Cousin']}, {'times': [{'days': [5], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PCA', 'room': '306', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Cousin']}]",[],Drama
