num,name,units,lecture_days,l_begin,l_end,recitation_days,r_begin,r_end
62450,Flame I,3.0,['SU'],2017-09-09 09:30:00,2017-09-09 12:30:00,[],,
62453,Introduction to Fusing and Slumping,3.0,['TU'],2017-09-09 12:30:00,2017-09-09 15:30:00,[],,
62453,Introduction to Fusing and Slumping,3.0,['TU'],2017-09-09 18:30:00,2017-09-09 21:30:00,[],,
62455,Intro to Found Object and Life Casting,3.0,['SU'],2017-09-09 09:30:00,2017-09-09 12:30:00,[],,
62457,Fusing Open Projects,3.0,['WE'],2017-09-09 12:30:00,2017-09-09 15:30:00,[],,
62459,Intro to Stained Glass,3.0,['TH'],2017-09-09 12:30:00,2017-09-09 15:30:00,[],,
62461,Coldworking Open Projects,3.0,['SA'],2017-09-09 09:30:00,2017-09-09 12:30:00,[],,
62467,Hot Glass IV,3.0,['SA'],2017-09-09 15:30:00,2017-09-09 18:30:00,[],,
62469,Intermediate Stained Glass,3.0,['WE'],2017-09-09 18:30:00,2017-09-09 21:30:00,[],,
62470,Advanced Stained Glass and Enameling,3.0,['SA'],2017-09-09 12:30:00,2017-09-09 15:30:00,[],,
62478,digiTOOL,6.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 14:50:00,[],,
62478,digiTOOL,6.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 14:50:00,[],,
62633,Spatial Storytelling via Web Graphics,9.0,['WE'],2017-09-09 18:30:00,2017-09-09 20:20:00,[],,
62713,Arts Facilities Management,6.0,['TH'],2017-09-09 16:30:00,2017-09-09 19:20:00,[],,
62714,Galleries & Auction Houses: Economics of the Art Market,6.0,"['MO', 'WE']",2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
62736,International Perspectives on Managing Arts and Heritage,3.0,"['MO', 'TU', 'WE', 'TH']",2017-09-09 09:00:00,2017-09-09 10:20:00,[],,
62743,Research Seminar in Arts Management and Technology,6.0,['TU'],2017-09-09 12:00:00,2017-09-09 13:20:00,[],,
39109,CIT Freshman Seminar: Climate Change,9.0,"['TU', 'TH']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
39109,CIT Freshman Seminar: Climate Change,9.0,"['TU', 'TH']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
39109,CIT Freshman Seminar: Climate Change,9.0,"['TU', 'TH']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
39402,Leadership Development Seminar,9.0,"['TU', 'TH']",2017-09-09 12:00:00,2017-09-09 13:20:00,[],,
39402,Leadership Development Seminar,9.0,"['TU', 'TH']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
39601,Special Topics: Additive Manufacturing Processing and Product Development,12.0,"['MO', 'WE']",2017-09-09 09:30:00,2017-09-09 11:20:00,[],,
39602,Materials Science for Additive Manufacturing,12.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 15:20:00,[],,
39605,Engineering Design Projects,12.0,['TU'],2017-09-09 16:30:00,2017-09-09 18:20:00,[],,
39605,Engineering Design Projects,12.0,['TH'],2017-09-09 16:30:00,2017-09-09 18:20:00,[],,
39610,Energy Conversion and Supply,6.0,"['TU', 'TH']",2017-09-09 09:30:00,2017-09-09 11:20:00,[],,
39613,Energy Transport and Storage,6.0,"['TU', 'TH']",2017-09-09 09:30:00,2017-09-09 11:20:00,[],,
39699,Career & Professional Development for Engineering Masters Students,3.0,['FR'],2017-09-09 11:30:00,2017-09-09 13:20:00,[],,
39699,Career & Professional Development for Engineering Masters Students,3.0,['FR'],2017-09-09 13:30:00,2017-09-09 15:20:00,[],,
39699,Career & Professional Development for Engineering Masters Students,3.0,['FR'],2017-09-09 10:30:00,2017-09-09 12:20:00,[],,
39801,"Colloids, Polymers and Surfaces Laboratory I",,['MO'],2017-09-09 13:30:00,2017-09-09 17:20:00,[],,
39801,"Colloids, Polymers and Surfaces Laboratory I",,['WE'],2017-09-09 09:30:00,2017-09-09 13:20:00,[],,
39810,CPS Seminar,1.0,['FR'],2017-09-09 15:30:00,2017-09-09 16:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['TU'],2017-09-09 09:30:00,2017-09-09 10:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['MO'],2017-09-09 09:30:00,2017-09-09 10:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['TU'],2017-09-09 12:30:00,2017-09-09 13:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['TU'],2017-09-09 14:30:00,2017-09-09 15:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['MO'],2017-09-09 16:30:00,2017-09-09 17:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['TU'],2017-09-09 15:30:00,2017-09-09 16:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['TU'],2017-09-09 16:30:00,2017-09-09 17:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['TU'],2017-09-09 13:30:00,2017-09-09 14:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['WE'],2017-09-09 09:30:00,2017-09-09 10:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['WE'],2017-09-09 11:30:00,2017-09-09 12:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['WE'],2017-09-09 13:30:00,2017-09-09 14:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['WE'],2017-09-09 12:30:00,2017-09-09 13:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['WE'],2017-09-09 12:30:00,2017-09-09 13:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['WE'],2017-09-09 16:30:00,2017-09-09 17:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['WE'],2017-09-09 16:30:00,2017-09-09 17:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['TH'],2017-09-09 10:30:00,2017-09-09 11:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['FR'],2017-09-09 10:30:00,2017-09-09 11:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['FR'],2017-09-09 10:30:00,2017-09-09 11:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['FR'],2017-09-09 14:30:00,2017-09-09 15:20:00,[],,
99101,Computing @ Carnegie Mellon,3.0,['FR'],2017-09-09 14:30:00,2017-09-09 15:20:00,[],,
99190,"Managing Stress, Restoring Harmony",6.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
99194,Relationships 101,6.0,"['MO', 'WE']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
99241,Revolutions of Circularity,9.0,"['MO', 'WE', 'FR']",2017-09-09 14:30:00,2017-09-09 15:20:00,[],,
99344,Muslims in a Global Context: Muslim Migrations: Pre-Modern Era,3.0,['FR'],2017-09-09 17:00:00,2017-09-09 20:30:00,[],,
99344,Muslims in a Global Context: Muslim Migrations: Pre-Modern Era,3.0,['SA'],2017-09-09 08:30:00,2017-09-09 18:20:00,[],,
99344,Muslims in a Global Context: Muslim Migrations: Pre-Modern Era,3.0,['SU'],2017-09-09 08:30:00,2017-09-09 13:00:00,[],,
99352,IDeATe: Soft Fabrication Skills,1.0,['SA'],2017-09-09 13:00:00,2017-09-09 15:50:00,[],,
99352,IDeATe: Soft Fabrication Skills,1.0,['SU'],2017-09-09 13:00:00,2017-09-09 15:50:00,[],,
99353,IDeATe: SolidWorks and Laser Cutting,1.0,['SA'],2017-09-09 13:00:00,2017-09-09 15:50:00,[],,
99353,IDeATe: SolidWorks and Laser Cutting,1.0,['SU'],2017-09-09 13:00:00,2017-09-09 15:50:00,[],,
99355,IDeATe: Introduction to Arduino,1.0,['SA'],2017-09-09 10:00:00,2017-09-09 12:50:00,[],,
99355,IDeATe: Introduction to Arduino,1.0,['SU'],2017-09-09 10:00:00,2017-09-09 12:50:00,[],,
99357,IDeATe: Pragmatic Phototgraphy,1.0,['SA'],2017-09-09 10:00:00,2017-09-09 12:50:00,[],,
99357,IDeATe: Pragmatic Phototgraphy,1.0,['SU'],2017-09-09 10:00:00,2017-09-09 12:50:00,[],,
99358,IDeATe: Introduction to the Unity Game Engine,1.0,['SA'],2017-09-09 16:00:00,2017-09-09 18:50:00,[],,
99358,IDeATe: Introduction to the Unity Game Engine,1.0,['SU'],2017-09-09 16:00:00,2017-09-09 18:50:00,[],,
99452,Language and Culture for Teaching,3.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
99530,Senior Preparation Seminar,6.0,"['MO', 'WE']",2017-09-09 12:00:00,2017-09-09 13:20:00,[],,
99735,Proseminar in Entrepreneurial Leadership,1.0,['FR'],2017-09-09 13:30:00,2017-09-09 14:20:00,[],,
86631,Neural Data Analysis,9.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 14:50:00,[],,
6100,Introduction to Chemical Engineering,12.0,"['MO', 'WE', 'FR']",2017-09-09 13:30:00,2017-09-09 14:20:00,['MO'],2017-09-09 14:30:00,2017-09-09 15:20:00
6221,Thermodynamics,9.0,"['TU', 'TH']",2017-09-09 12:00:00,2017-09-09 13:20:00,[],,
6222,Sophomore Chemical Engineering Seminar,1.0,['TU'],2017-09-09 14:30:00,2017-09-09 15:20:00,[],,
6321,Chemical Engineering Thermodynamics,9.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,[],,
6322,Junior Chemical Engineering Seminar,2.0,['TU'],2017-09-09 10:30:00,2017-09-09 11:20:00,[],,
6323,Heat and Mass Transfer,9.0,"['MO', 'WE', 'FR']",2017-09-09 09:30:00,2017-09-09 10:20:00,[],,
6421,Chemical Process Systems Design,12.0,"['MO', 'WE']",2017-09-09 09:30:00,2017-09-09 11:20:00,[],,
6421,Chemical Process Systems Design,12.0,['FR'],2017-09-09 09:30:00,2017-09-09 10:20:00,[],,
6423,Unit Operations Laboratory,9.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,['TU'],2017-09-09 13:30:00,2017-09-09 16:20:00
6423,Unit Operations Laboratory,9.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,['WE'],2017-09-09 13:30:00,2017-09-09 16:20:00
6423,Unit Operations Laboratory,9.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,['FR'],2017-09-09 13:30:00,2017-09-09 16:20:00
6426,Experimental Colloid Surface Science,9.0,['MO'],2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
6606,Computational Methods for Large Scale Process Design & Analysis,9.0,"['TU', 'TH']",2017-09-09 15:30:00,2017-09-09 16:50:00,[],,
6608,Safety Issues in Science and Engineering Practice,3.0,['TU'],2017-09-09 09:30:00,2017-09-09 10:20:00,[],,
6609,Physical Chemistry of Macromolecules,9.0,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:50:00,[],,
6614,Special Topic: Formulation Engineering,12.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 14:50:00,['FR'],2017-09-09 10:30:00,2017-09-09 12:20:00
6623,Mathmatical Modeling of Chemical Engineering Processes,12.0,"['MO', 'WE']",2017-09-09 15:30:00,2017-09-09 17:20:00,[],,
6625,Chemical and Reactive Systems,12.0,"['MO', 'WE']",2017-09-09 08:30:00,2017-09-09 10:20:00,[],,
6703,Advanced Fluid Dynamics,12.0,"['MO', 'WE']",2017-09-09 15:30:00,2017-09-09 17:20:00,[],,
6705,Advanced Chemical Engineering Thermodynamics,12.0,"['MO', 'WE']",2017-09-09 09:30:00,2017-09-09 11:20:00,[],,
6713,Mathematical Techniques in Chemical Engineering,12.0,"['MO', 'WE']",2017-09-09 11:30:00,2017-09-09 13:20:00,[],,
6800,Chemical Engineering Graduate Seminar,1.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 12:20:00,[],,
6801,"Colloids, Polymers & Surfaces Laboratory I",,['MO'],2017-09-09 13:30:00,2017-09-09 17:20:00,[],,
6801,"Colloids, Polymers & Surfaces Laboratory I",,['WE'],2017-09-09 09:30:00,2017-09-09 13:20:00,[],,
6804,Special Topics:  Drug Delivery Systems,9.0,"['TU', 'TH']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
6810,CPS Seminar,1.0,['FR'],2017-09-09 15:30:00,2017-09-09 16:20:00,[],,
6815,Special Topics: Process Systems Engineering,12.0,"['TU', 'TH']",2017-09-09 13:00:00,2017-09-09 14:50:00,[],,
6820,PSE Seminar,1.0,['FR'],2017-09-09 16:00:00,2017-09-09 16:50:00,[],,
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['MO', 'WE']",2017-09-09 10:30:00,2017-09-09 11:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,"['MO', 'WE']",2017-09-09 10:30:00,2017-09-09 11:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9105,Introduction to Modern Chemistry I,10.0,"['SU', 'TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['MO', 'WE']",2017-09-09 10:30:00,2017-09-09 11:20:00
9106,Modern Chemistry II,10.0,"['MO', 'WE', 'FR']",2017-09-09 12:30:00,2017-09-09 13:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:20:00
9106,Modern Chemistry II,10.0,"['MO', 'WE', 'FR']",2017-09-09 12:30:00,2017-09-09 13:20:00,"['TU', 'TH']",2017-09-09 19:30:00,2017-09-09 20:20:00
9107,"Honors Chemistry: Fundamentals, Concepts and Applications",10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,['TU'],2017-09-09 18:30:00,2017-09-09 20:20:00
9107,"Honors Chemistry: Fundamentals, Concepts and Applications",10.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,['TU'],2017-09-09 18:30:00,2017-09-09 20:20:00
9107,"Honors Chemistry: Fundamentals, Concepts and Applications",10.0,"['MO', 'WE', 'FR']",2017-09-09 14:30:00,2017-09-09 15:20:00,['TU'],2017-09-09 18:30:00,2017-09-09 20:20:00
9107,"Honors Chemistry: Fundamentals, Concepts and Applications",10.0,"['MO', 'WE', 'FR']",2017-09-09 14:30:00,2017-09-09 15:20:00,['TU'],2017-09-09 18:30:00,2017-09-09 20:20:00
9108,The Illusion and Magic of Food,6.0,"['MO', 'WE']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
9122,Molecular Tools for Biological and Chemical Studies,6.0,['TH'],2017-09-09 13:30:00,2017-09-09 14:20:00,['TH'],2017-09-09 13:30:00,2017-09-09 16:20:00
9201,Undergraduate Seminar I,1.0,['TH'],2017-09-09 11:30:00,2017-09-09 12:20:00,[],,
9207,TBA,9.0,['MO'],2017-09-09 15:30:00,2017-09-09 16:20:00,"['MO', 'WE']",2017-09-09 18:30:00,2017-09-09 21:20:00
9207,TBA,9.0,['MO'],2017-09-09 15:30:00,2017-09-09 16:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 21:20:00
9207,TBA,9.0,['MO'],2017-09-09 15:30:00,2017-09-09 16:20:00,"['MO', 'WE']",2017-09-09 15:30:00,2017-09-09 18:20:00
9207,TBA,9.0,['MO'],2017-09-09 14:30:00,2017-09-09 15:20:00,"['MO', 'WE']",2017-09-09 18:30:00,2017-09-09 21:20:00
9207,TBA,9.0,['MO'],2017-09-09 14:30:00,2017-09-09 15:20:00,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 21:20:00
9207,TBA,9.0,['MO'],2017-09-09 14:30:00,2017-09-09 15:20:00,"['MO', 'WE']",2017-09-09 15:30:00,2017-09-09 18:20:00
9214,Physical Chemistry,9.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,['FR'],2017-09-09 13:30:00,2017-09-09 14:20:00
9217,Organic Chemistry I,9.0,"['MO', 'WE', 'FR']",2017-09-09 08:30:00,2017-09-09 09:20:00,['MO'],2017-09-09 12:30:00,2017-09-09 13:20:00
9217,Organic Chemistry I,9.0,"['MO', 'WE', 'FR']",2017-09-09 08:30:00,2017-09-09 09:20:00,['MO'],2017-09-09 14:30:00,2017-09-09 15:20:00
9217,Organic Chemistry I,9.0,"['MO', 'WE', 'FR']",2017-09-09 08:30:00,2017-09-09 09:20:00,['MO'],2017-09-09 16:30:00,2017-09-09 17:20:00
9217,Organic Chemistry I,9.0,"['MO', 'WE', 'FR']",2017-09-09 08:30:00,2017-09-09 09:20:00,['TU'],2017-09-09 11:30:00,2017-09-09 12:20:00
9217,Organic Chemistry I,9.0,"['MO', 'WE', 'FR']",2017-09-09 08:30:00,2017-09-09 09:20:00,['TU'],2017-09-09 14:30:00,2017-09-09 15:20:00
9217,Organic Chemistry I,9.0,"['MO', 'WE', 'FR']",2017-09-09 08:30:00,2017-09-09 09:20:00,['TU'],2017-09-09 16:30:00,2017-09-09 17:20:00
9219,Modern Organic Chemistry,10.0,"['MO', 'TU', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,['TH'],2017-09-09 18:30:00,2017-09-09 19:20:00
9221,Laboratory I:  Introduction to Chemical Analysis,12.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00
9221,Laboratory I:  Introduction to Chemical Analysis,12.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:20:00,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 16:20:00
9225,"Climate Change: Chemistry, Physics and Planetary Science",9.0,"['TU', 'TH']",2017-09-09 09:00:00,2017-09-09 10:20:00,[],,
9231,Mathematical Methods for Chemists,9.0,"['MO', 'WE', 'FR']",2017-09-09 10:30:00,2017-09-09 11:20:00,['TU'],2017-09-09 10:30:00,2017-09-09 11:20:00
9301,Undergraduate Seminar III,1.0,['TH'],2017-09-09 11:30:00,2017-09-09 12:20:00,[],,
9321,Laboratory III: Molecular Design and Synthesis,12.0,"['TU', 'TH']",2017-09-09 12:30:00,2017-09-09 13:20:00,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00
9323,Bioorganic Chemistry Laboratory,12.0,"['MO', 'WE']",2017-09-09 12:30:00,2017-09-09 13:20:00,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 16:20:00
9344,Physical Chemistry (Quantum): Microscopic Principles of Physical Chemistry,9.0,"['MO', 'WE', 'FR']",2017-09-09 11:30:00,2017-09-09 12:20:00,['TH'],2017-09-09 10:30:00,2017-09-09 11:20:00
9347,Advanced Physical Chemistry,12.0,"['MO', 'WE']",2017-09-09 12:30:00,2017-09-09 14:20:00,[],,
9401,Undergraduate Seminar V,1.0,['TH'],2017-09-09 11:30:00,2017-09-09 12:20:00,[],,
9402,Undergraduate Seminar VI,3.0,['TH'],2017-09-09 11:30:00,2017-09-09 12:20:00,[],,
9509,Physical Chemistry of Macromolecules,9.0,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:50:00,[],,
9519,"Bioorganic Chemistry: Peptides, Proteins and Combinatorial Chemistry",9.0,"['MO', 'WE', 'FR']",2017-09-09 09:30:00,2017-09-09 10:20:00,[],,
9521,Metals in Biology: Function and Reactivity,6.0,"['MO', 'WE']",2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
9522,Oxidation and Inorganic Chemistry,9.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
9525,Transition Metal Chemistry,9.0,"['TU', 'TH']",2017-09-09 09:00:00,2017-09-09 10:20:00,[],,
9529,Introduction to Sustainable Energy Science,9.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
9536,Transition Metal Catalysis for Organic and Polymer Synthesis,9.0,"['MO', 'WE']",2017-09-09 17:00:00,2017-09-09 18:20:00,[],,
9603,Mathematical Analysis for Chemistry,6.0,"['MO', 'WE']",2017-09-09 17:00:00,2017-09-09 18:20:00,[],,
9611,Chemical Thermodynamics,6.0,"['MO', 'WE']",2017-09-09 16:30:00,2017-09-09 17:50:00,[],,
9700,Introduction to Research,3.0,"['TU', 'TH']",2017-09-09 08:30:00,2017-09-09 09:20:00,[],,
9712,Communication Issues in Scientific Research,3.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 14:20:00,[],,
9715,Physical Chemistry of Macromolecules,12.0,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 19:50:00,[],,
