num,name,units,lecture_days,l_begin,l_end,recitation_days,r_begin,r_end
48630,Masters Studio: Integration I,18.0,"['MO', 'WE', 'FR']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
48630,Masters Studio: Integration I,18.0,"['MO', 'WE', 'FR']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
48634,Architectural Theory,9.0,"['TU', 'TH']",2017-09-09 12:00:00,2017-09-09 13:20:00,[],,
48635,Environment I: Climate & Energy,9.0,"['TU', 'TH']",2017-09-09 15:00:00,2017-09-09 16:20:00,['TU'],2017-09-09 18:00:00,2017-09-09 20:20:00
48655,Environment II: Design Integration of Active Building Systems,9.0,"['TU', 'TH']",2017-09-09 09:00:00,2017-09-09 10:20:00,[],,
48705,Architecture Design Studio: Urban Placemaking Studio,18.0,"['MO', 'WE', 'FR']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
48707,MUD Graduate Seminar,3.0,['WE'],2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
48714,Data Analytics for Urban Design,12.0,"['MO', 'FR']",2017-09-09 09:30:00,2017-09-09 11:20:00,[],,
48715,Computational Design Pre-Thesis Prep,6.0,['TH'],2017-09-09 18:00:00,2017-09-09 19:30:00,[],,
48716,Computational Design Pre-Thesis Seminar,6.0,['TH'],2017-09-09 17:00:00,2017-09-09 18:20:00,[],,
48718,Urban Design Studio III,18.0,"['MO', 'WE', 'FR']",2017-09-09 12:30:00,2017-09-09 16:20:00,[],,
48719,Architecture Design Studio: AECM UDBS,18.0,"['MO', 'WE', 'FR']",2017-09-09 12:30:00,2017-09-09 16:20:00,[],,
48722,Building Performance Modeling,12.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 14:50:00,[],,
48724,Scripting and Parametric Design,6.0,['TH'],2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
48725,Real Estate Design and Development,,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
48727,"Inquiry into Computation, Architecture and Design",9.0,['WE'],2017-09-09 09:00:00,2017-09-09 11:50:00,[],,
48729,"Productivity, Health and the Quality of Buildings",,"['TU', 'TH']",2017-09-09 09:00:00,2017-09-09 10:20:00,[],,
48734,Reactive Spaces and Media Architecture,9.0,"['TU', 'TH']",2017-09-09 12:00:00,2017-09-09 13:20:00,[],,
48738,Special Topics: Ecological Footprints,6.0,"['MO', 'WE']",2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
48740,Urban Design Methods and Theory,9.0,['FR'],2017-09-09 10:00:00,2017-09-09 12:20:00,[],,
48745,Digital Fabrication,9.0,"['TU', 'TH']",2017-09-09 12:00:00,2017-09-09 13:20:00,[],,
48750,History of Urban Design,9.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
48753,Intro to Urban Design Media,6.0,"['TU', 'TH']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
48755,Introduction to Architectural Robotics,6.0,"['TU', 'TH']",2017-09-09 10:00:00,2017-09-09 11:50:00,[],,
48756,Project Planning and Reporting,,['FR'],2017-09-09 09:00:00,2017-09-09 11:50:00,[],,
48759,Value Based Design Introduction,,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 14:50:00,[],,
48760,Value Based Design: Embedded Commissioning,,"['TU', 'TH']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
48767,AECM Synthesis:Theory,6.0,['TU'],2017-09-09 18:30:00,2017-09-09 21:20:00,[],,
48771,Fabricating Customization,9.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 14:50:00,[],,
48772,MAAD Advanced Synthesis Options Studio I,18.0,"['MO', 'WE', 'FR']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
48774,MAAD Pro-seminar I,3.0,['FR'],2017-09-09 12:00:00,2017-09-09 13:20:00,[],,
48782,Design + Computation 1: Programing,6.0,['TU'],2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
48783,Generative Modeling (GRAD),9.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 14:50:00,[],,
48784,Design + Computation II: Algorithms,6.0,['TU'],2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
48795,"LEED, Green Design and Building Rating in Global Context",6.0,"['TU', 'TH']",2017-09-09 10:30:00,2017-09-09 11:50:00,[],,
48795,"LEED, Green Design and Building Rating in Global Context",6.0,"['TU', 'TH']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
48801,Office Visits,6.0,['TU'],2017-09-09 09:00:00,2017-09-09 17:00:00,[],,
48802,Principles of Research I,6.0,['WE'],2017-09-09 09:00:00,2017-09-09 17:00:00,[],,
48804,International Exchange I,12.0,['SA'],2017-09-09 09:00:00,2017-09-09 17:00:00,[],,
48805,Directed Study I,6.0,['TH'],2017-09-09 09:00:00,2017-09-09 17:00:00,[],,
60101,Concept Studio: The Self and the Human Being,10.0,"['MO', 'WE']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60101,Concept Studio: The Self and the Human Being,10.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60101,Concept Studio: The Self and the Human Being,10.0,"['TU', 'TH']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60101,Concept Studio: The Self and the Human Being,10.0,"['MO', 'WE']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60105,Critical Theory in Art I,9.0,['WE'],2017-09-09 18:30:00,2017-09-09 20:50:00,[],,
60105,Critical Theory in Art I,9.0,['TH'],2017-09-09 18:30:00,2017-09-09 20:50:00,[],,
60130,Sculptural Fabrication (Wood & Welding),5.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60130,Sculptural Fabrication (Wood & Welding),5.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60130,Sculptural Fabrication (Wood & Welding),5.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60130,Sculptural Fabrication (Wood & Welding),5.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60130,Sculptural Fabrication (Wood & Welding),5.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60130,Sculptural Fabrication (Wood & Welding),5.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60130,Sculptural Fabrication (Wood & Welding),5.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60130,Sculptural Fabrication (Wood & Welding),5.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60141,Black and White Photography I,10.0,"['TU', 'TH']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60141,Black and White Photography I,10.0,"['MO', 'WE']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60141,Black and White Photography I,10.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60142,Digital Photography I,10.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60150,2D Media Studio: Drawing,10.0,"['MO', 'WE']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60150,2D Media Studio: Drawing,10.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60150,2D Media Studio: Drawing,10.0,"['TU', 'TH']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60150,2D Media Studio: Drawing,10.0,"['TU', 'TH']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60157,Drawing for Non-Majors,10.0,"['MO', 'WE']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60202,Concept Studio: Systems and Processes,10.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60202,Concept Studio: Systems and Processes,10.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60203,Concept Studio: EcoArt,10.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60205,Modern Visual Culture 1789-1960,9.0,['WE'],2017-09-09 18:30:00,2017-09-09 20:50:00,[],,
60205,Modern Visual Culture 1789-1960,9.0,['TH'],2017-09-09 18:30:00,2017-09-09 20:59:00,[],,
60210,Electronic Media Studio: Introduction to Interactivity,10.0,"['MO', 'WE']",2017-09-09 18:30:00,2017-09-09 21:20:00,[],,
60210,Electronic Media Studio: Introduction to Interactivity,10.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60210,Electronic Media Studio: Introduction to Interactivity,10.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60220,IDeATe Technical Character Animation,10.0,"['MO', 'WE']",2017-09-09 15:00:00,2017-09-09 16:20:00,[],,
60223,IDeATE: Introduction to Physical Computing,10.0,"['TU', 'TH']",2017-09-09 18:30:00,2017-09-09 20:20:00,[],,
60239,"Reading Pictures, Writing Photography",9.0,['TH'],2017-09-09 18:30:00,2017-09-09 21:20:00,[],,
60241,Black and White Photography II,10.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60242,Digital Photography II,10.0,"['MO', 'WE']",2017-09-09 18:30:00,2017-09-09 21:20:00,[],,
60245,Portrait Photography,10.0,"['TU', 'TH']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60250,2D Media Studio: Painting,10.0,"['MO', 'WE']",2017-09-09 18:30:00,2017-09-09 21:20:00,[],,
60250,2D Media Studio: Painting,10.0,"['TU', 'TH']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60251,2D Media Studio: Print Media,10.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60389,History of Art Science,9.0,['TH'],2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60398,Social History of Animation,9.0,"['TU', 'TH']",2017-09-09 10:00:00,2017-09-09 11:20:00,[],,
60401,Senior Studio,10.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60403,Extended Studio,10.0,"['MO', 'WE']",2017-09-09 18:30:00,2017-09-09 21:20:00,[],,
60415,"Satire Through History, the Arts and Animation",10.0,"['MO', 'WE']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60417,Experimental Science Fiction,10.0,"['MO', 'WE']",2017-09-09 18:30:00,2017-09-09 21:20:00,[],,
60419,Advanced ETB: Experimental Game Design,10.0,['FR'],2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60419,Advanced ETB: Experimental Game Design,10.0,['FR'],2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60424,Art and the Anthropocene,10.0,['FR'],2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60424,Art and the Anthropocene,10.0,['FR'],2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60427,Modding & Remixing - Interventions in Technology and Entertainment,10.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60430,Advanced SIS: Open Sculpture,10.0,"['MO', 'WE']",2017-09-09 18:30:00,2017-09-09 21:20:00,[],,
60432,TBA,10.0,"['TU', 'TH']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60451,Advanced DP3: Concepts of Figuration,10.0,"['MO', 'WE']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60453,Advanced DP3: Painting,10.0,"['MO', 'WE']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60459,Advanced DP3: Draw/Paint,10.0,"['TU', 'TH']",2017-09-09 13:30:00,2017-09-09 16:20:00,[],,
60474,"Advanced Print - Sculpture, Installation Screen Intensive",10.0,"['TU', 'TH']",2017-09-09 08:30:00,2017-09-09 11:20:00,[],,
60701,M.F.A. Academic Seminar,12.0,['MO'],2017-09-09 18:30:00,2017-09-09 21:20:00,[],,
60706,M.F.A. Contextual Practice,12.0,['MO'],2017-09-09 18:30:00,2017-09-09 21:20:00,[],,
