Summer,2017,LISA WOLFF,ARC,48000,PRE COLLEGE PROGRAM,E,22,39,56%,25.67,4.33,3.9,4.14,3.9,4.29,4.1,4.57,4.14,4.67
Fall,2016,HEATHER WORKINGER,ARC,48025,FRST YR SEM:ARCH EDT,A,39,72,54%,3.23,4.46,4.54,4.49,4.05,4.31,4.33,4.62,4.45,3.92
Fall,2015,HEATHER WORKINGER,ARC,48025,FRST YR SEM:ARCH EDT,A,50,62,81%,4.62,4.64,4.48,4.48,4.18,4.3,4.4,4.68,4.42,4.1
Fall,2014,HEATHER WORKINGER,ARC,48025,FRST YR SEM:ARCH EDT,A,24,50,48%,4.65,4.75,4.65,4.63,4.17,4.38,4.46,4.79,4.58,4.08
Fall,2013,HEATHER WORKINGER,ARC,48025,FRST YR SEM:ARCH EDT,A,48,59,81%,2.94,4.42,4.46,4.4,4.02,4.19,4.29,4.5,4.36,3.94
Fall,2012,"LYONS, . (co-taught)",ARC,48025,FRST YR SEM:ARCH EDT,A1,59,65,91%,2.98,4.49,4.2,4.29,3.86,4.24,4.24,4.58,4.03,3.59
Fall,2012,"WORKINGER, H. (co-taught)",ARC,48025,FRST YR SEM:ARCH EDT,A1,59,65,91%,2.86,4.63,4.25,4.37,4.05,4.32,4.39,4.61,4.34,3.71
Spring,2017,HEATHER WORKINGER,ARC,48026,FRST YR SEM:ARCH ED,A,34,67,51%,3.73,4.03,4.03,4.03,3.09,3.68,3.85,4.47,3.71,3.09
Spring,2016,HEATHER WORKINGER,ARC,48026,FRST YR SEM:ARCH ED,A,33,58,57%,4,4.48,4.48,4.64,4.18,4.33,4.27,4.84,4.45,4.3
Spring,2015,HEATHER WORKINGER,ARC,48026,FRST YR SEM:ARCH ED,A,23,47,49%,4.71,4.57,4.35,4.3,4.09,4.26,4.22,4.7,4.48,3.78
Spring,2014,HEATHER WORKINGER,ARC,48026,FRST YR SEM:ARCH ED,A,32,57,56%,3.88,4.28,4.34,4.25,4.06,4.22,4.13,4.38,4.16,3.66
Spring,2013,"LYONS, . (co-taught)",ARC,48026,FRST YR SEM:ARCH ED,A,30,59,51%,2.41,4.33,4.23,4.17,4,4.13,4.07,4.5,4.1,3.9
Spring,2013,"WORKINGER, H. (co-taught)",ARC,48026,FRST YR SEM:ARCH ED,A,30,59,51%,2.41,4.54,4.45,4.38,4.32,4.41,4.34,4.69,4.38,4.18
Spring,2015,RAMI EL SAMAHY,ARC,48065,RAPID PROTOTYPING,W,16,21,76%,12.94,4.75,4.69,4.69,4.69,4.5,4.44,4.88,4.63,4.5
Fall,2016,NINA MARIE BARBUTO,ARC,48095,SPTL CNCP NON-ARCTSI,A,7,12,58%,10.57,4.57,3.14,3.14,4.29,4,3.71,4.71,3.86,3.57
Fall,2015,NINA MARIE BARBUTO,ARC,48095,SPTL CNCP NON-ARCTSI,A,6,11,55%,11,4.83,4,3.83,4.33,4.67,4.67,4.83,4.33,4.67
Spring,2015,"HUTZELL, K. (co-taught)",ARC,48095,SPTL CNCP NON-ARCTSI,W,27,30,90%,13.42,4.44,4.42,4.35,4.42,4.38,4.38,4.54,4.38,4.19
Spring,2015,"EL SAMAHY, R. (co-taught)",ARC,48095,SPTL CNCP NON-ARCTSI,W,27,30,90%,13.46,4.48,4.32,4.4,4.52,4.56,4.36,4.48,4.44,4.28
Spring,2014,KELLY HUTZELL,ARC,48095,SPTL CNCP NON-ARCTSI,W,17,19,89%,14.38,4.71,4.53,4.59,4.41,4.47,4.71,4.59,4.47,4.18
Fall,2014,NINA MARIE BARBUTO,ARC,48095,SPTL CNCP NON-ARCTSI,A,9,11,82%,10.67,4.78,3.89,3.56,4.33,4.11,4.22,4.56,4.56,4.44
Spring,2013,KELLY HUTZELL,ARC,48095,SPTL CNCP NON-ARCTSI,W,9,10,90%,13.22,4.67,4.56,4.78,4.44,4.67,4.67,5,4.67,4.56
Fall,2013,NINA MARIE BARBUTO,ARC,48095,SPTL CNCP NON-ARCTSI,A,6,11,55%,10.5,3.83,2.17,2.67,3.5,3.33,2.83,4.17,3,3.17
Spring,2012,KELLY HUTZELL,ARC,48095,SPTL CNCP NON-ARCTSI,W,7,23,30%,11.86,4,3.71,4.43,4.14,4.43,4.29,4.43,4.29,4.29
Fall,2012,LISA WOLFF,ARC,48095,SPTL CNCP NON-ARCTSI,A,1,7,14%,11,5,5,5,5,5,5,5,5,5
Fall,2011,LISA WOLFF,ARC,48095,SPTL CNCP NON-ARCTSI,A,11,11,100%,9.5,4.55,3.73,3.64,4.18,3.64,3.82,4.27,3.91,3.91
Fall,2010,LISA WOLFF,ARC,48095,ARC NON-MAJORS I,A,9,13,69%,8.33,4.11,4.22,4,4.22,4.22,3.89,4.89,4.22,4.22
Spring,2010,"HUTZELL, K. (co-taught)",ARC,48095,ARC NON-MAJORS I,W,6,24,25%,11,5,4.67,4.83,5,4.83,4.83,5,4.83,4.83
Spring,2010,"EL SAMAHY, R. (co-taught)",ARC,48095,ARC NON-MAJORS I,W,6,24,25%,11,5,5,4.67,5,4.83,4.83,5,4.83,4.83
Spring,2014,RAMI EL SAMAHY,ARC,48096,SPTL CNCP NON-ARCTII,W,3,3,100%,15,4,5,4.67,5,5,5,5,5,5
Spring,2012,RAMI EL SAMAHY,ARC,48096,SPTL CNCP NON-ARCTII,W,4,8,50%,10.25,4.5,4,4.5,4.5,4.5,4.5,4.5,4.75,4.5
Fall,2016,"COOPER, W. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,1,40,72,56%,21.13,4.47,4.28,4.3,4.68,4.56,4.6,4.6,4.58,4.6
Fall,2016,"DAMIANI, G. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,1,40,72,56%,21.89,4.33,4.38,4.26,4.26,4.67,4.41,4.37,4.46,4.49
Fall,2016,"DAMIANI, G. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,A,6,12,50%,24.33,3.67,4.17,4.17,3.83,4.33,4.5,4,4.33,4.17
Fall,2016,"QUICK, S. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,A,6,12,50%,24.33,5,3.67,4,4.33,4,4,5,4,4.33
Fall,2016,"DAMIANI, G. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,B,6,12,50%,23.83,4.17,4.5,4.5,4.5,4.5,4.33,4.17,4.5,4.33
Fall,2016,"RANTTILA, A. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,B,6,12,50%,23.83,4.83,4.33,4.83,4.83,4.67,4.67,5,4.67,4.67
Fall,2016,"DAMIANI, G. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,C,5,12,42%,23.75,5,5,5,4.67,5,4.67,5,5,5
Fall,2016,"MOSS, A. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,C,5,12,42%,23.75,4.8,4.8,4.6,4.8,4.8,4.8,4.8,4.8,4.6
Fall,2016,"DAMIANI, G. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,D,6,12,50%,18.5,3.8,3.8,3.8,3.8,4,4,3.8,4,4
Fall,2016,"DABINETT, L. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,D,6,12,50%,20.8,4.17,3.83,3.83,3.83,4.17,4,4.2,4,4.2
Fall,2016,"DAMIANI, G. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,E,6,12,50%,22.33,4.67,4.67,4.67,4.67,5,4.67,4.17,4.67,4.67
Fall,2016,"BARTOSIEWICZ, L. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,E,6,12,50%,22,5,4.17,4,4.33,4.33,4.17,4.5,4.33,4.5
Fall,2016,"DAMIANI, G. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,F,12,12,100%,20.92,4.5,4.67,4.5,4.25,4.58,4.58,4.33,4.42,4.58
Fall,2016,"PERRY, T. (co-taught)",ARC,48100,ARCH DESIGN STUDIO,F,12,12,100%,21.17,5,4.92,4.75,4.75,4.67,5,4.83,4.83,4.75
Fall,2015,ALFRED CROCE,ARC,48100,ARCH DESIGN STUDIO,A,8,11,73%,24.25,3.88,3.13,3.5,3.5,4,3.63,3.38,3.63,4.13
Fall,2015,LISA DABINETT,ARC,48100,ARCH DESIGN STUDIO,B,10,11,91%,24.8,4.8,4,3.9,4.3,4.4,4.4,4.9,4.3,4.5
