Summer,2017,MICHAEL BOCKSTALLER,MSE,27052,INTR NANOSCI TECHNLY,E,8,11,73%,11,4.38,4.38,4.38,4.25,4.75,4.63,4.75,4.75,4.38
Spring,2017,NOA MAROM,MSE,27100,ENG MATERLS OF FUTRE,1,62,93,67%,7.08,3.71,3.73,3.66,3.37,3.84,3.45,4.26,3.34,3.32
Spring,2016,MICHAEL BOCKSTALLER,MSE,27100,ENG MATERLS OF FUTRE,1,53,81,65%,7.55,4.23,4.21,4.11,3.68,4.09,4.06,4.6,3.98,3.83
Spring,2016,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,A,18,25,72%,5.88,4.56,4.5,4.56,4.44,4.61,4.61,4.56,4.5,4.56
Spring,2016,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,B,16,24,67%,5.19,4.69,4.56,4.5,4.13,4.44,4.63,4.56,4.5,4.5
Spring,2016,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,C,15,22,68%,5.8,4.6,4.4,4.6,4.33,4.6,4.53,4.6,4.47,4.33
Spring,2016,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,D,4,10,40%,5,4.5,4.25,4.25,4.67,3.75,4.25,4.25,4.5,4.75
Fall,2016,NOA MAROM,MSE,27100,ENG MATERLS OF FUTRE,1,26,42,62%,7.31,3.69,3.77,3.42,2.96,3.81,2.92,4.5,2.88,3.28
Spring,2015,MICHAEL BOCKSTALLER,MSE,27100,ENG MATERLS OF FUTRE,1,44,85,52%,6.3,4.07,4.09,4.18,4.02,4.16,4.16,4.68,4.02,4
Fall,2015,LISA PORTER,MSE,27100,ENG MATERLS OF FUTRE,1,41,65,63%,6.5,3.63,3.71,3.68,3.17,3.66,3.24,4.44,3.17,3.37
Fall,2015,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,A,13,19,68%,6.38,4.62,4.31,4.46,3.62,4.46,4.77,4.77,4.62,4.54
Fall,2015,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,B,12,18,67%,4.73,4.92,4.75,4.67,4.17,4.42,4.58,4.75,4.83,4.5
Fall,2015,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,C,12,18,67%,5,4.33,3.83,3.7,3.92,4.33,4.25,4.42,3.83,3.92
Fall,2015,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,D,5,10,50%,7.25,4.8,4.8,4.6,4.8,4.6,4.6,4.6,4.6,4.6
Spring,2014,MICHAEL BOCKSTALLER,MSE,27100,ENG MATERLS OF FUTRE,1,43,78,55%,6.4,3.79,3.98,4,3.37,3.98,3.88,4.47,3.65,3.67
Spring,2014,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,A,14,26,54%,5.64,4.21,4.43,4.5,4,4.36,4.29,4.21,4.43,4.07
Spring,2014,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,B,13,25,52%,4.31,4.31,4.38,4.23,4.08,4.23,4.23,4.46,4.23,3.92
Spring,2014,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,C,12,17,71%,5.75,4.67,4.58,4.83,4.25,4.67,4.42,4.67,4.5,4.42
Spring,2014,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,D,4,10,40%,6.5,4,4.75,4.75,3.75,4.25,4.5,4.75,4.75,4.75
Fall,2014,ADAM FEINBERG,MSE,27100,ENG MATERLS OF FUTRE,1,25,46,54%,6.8,3.8,4.16,4.28,3.84,4,3.84,4.4,3.84,3.96
Fall,2014,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,A,8,14,57%,5.38,4.75,4.63,4.63,4.5,4.63,4.63,5,4.75,4.63
Fall,2014,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,B,5,11,45%,4.4,4.4,4.4,4.4,4.2,4.4,4.2,4.4,4.2,4.4
Fall,2014,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,C,11,18,61%,4.73,4.55,4.45,4.73,4.18,4.55,4.73,4.55,4.64,4.55
Fall,2014,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,D,1,3,33%,5,5,5,5,4,5,5,4,5,5
Fall,2013,LISA PORTER,MSE,27100,ENG MATERLS OF FUTRE,1,37,57,65%,8.69,3.73,3.95,3.73,3.41,3.97,3.62,4.64,3.46,3.62
Fall,2013,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,A,14,18,78%,7.64,4.57,4.21,4.36,4,4.5,4.64,4.79,4.36,4.29
Fall,2013,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,B,10,19,53%,4.1,4.6,4.5,4.5,4,4.6,4.5,4.6,4.4,4.6
Fall,2013,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,C,10,14,71%,4.33,4.6,4.4,4.7,3.9,4.6,4.7,4.5,4.5,4.5
Fall,2013,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,D,2,6,33%,9.5,4,4,4.5,3.5,4.5,5,4.5,4,4
Spring,2013,"HEARD, R. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,49,96,51%,6.78,4.43,4.33,4.39,4.08,4.29,4.39,4.51,4.45,4.22
Spring,2013,"BOCKSTALLER, M. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,49,96,51%,6.94,3.86,4.14,4.02,3.57,4.16,3.92,4.41,3.71,3.84
Spring,2012,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,A,19,41,46%,5.83,4.11,4.16,4.11,3.58,4.21,3.95,4.53,4.11,4
Fall,2012,ADAM FEINBERG,MSE,27100,ENG MATERLS OF FUTRE,1,27,46,59%,6.85,4.04,4.37,4.41,3.52,4.41,4.33,4.52,4.07,4.19
Fall,2012,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,A,10,18,56%,5.33,4.7,4.6,4.7,4.5,4.7,4.7,4.7,4.8,4.7
Fall,2012,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,B,6,14,43%,5.5,4.5,4.17,4.67,4.17,4.67,4.67,4.83,4.5,4.5
Fall,2012,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,C,8,12,67%,6.13,4.38,4.13,4.25,4,4.63,4.38,4.75,4.63,4.5
Fall,2012,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,D,2,2,100%,3.5,3.5,3.5,3.5,3.5,4,4,3.5,4.5,4.5
Spring,2012,"HEARD, R. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,50,91,55%,5.98,4.36,4.3,4.31,3.98,4.35,4.33,4.54,4.31,4.17
Spring,2012,"BOCKSTALLER, M. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,50,91,55%,5.93,3.7,3.96,3.91,3.28,3.93,3.79,4.23,3.45,3.57
Fall,2011,LISA PORTER,MSE,27100,ENG MATERLS OF FUTRE,1,27,49,55%,6.67,4.19,4.26,4.26,3.85,4.37,4.04,4.52,3.81,4.12
Fall,2011,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,A,8,19,42%,7.25,4.38,4.5,4.75,4.38,4.5,4.5,4.5,4.63,4.75
Fall,2011,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,B,8,9,89%,4.25,4.13,4.13,3.88,3.88,4.25,4,4.13,4.25,4.25
Fall,2011,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,C,5,11,45%,5,4.4,3.6,4,3.4,4.4,4,4.4,4.4,4.4
Fall,2011,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,D,6,10,60%,5,4.67,4.67,4.5,4.33,4.5,4.83,4.83,4.67,4.83
Spring,2011,"HEARD, R. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,47,75,63%,5.51,4.4,4.4,4.47,4.15,4.45,4.4,4.64,4.4,4.3
Spring,2011,"BOCKSTALLER, M. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,47,75,63%,5.89,3.98,4.23,4.23,3.66,4.13,4.06,4.49,3.83,4.02
Fall,2010,ADAM FEINBERG,MSE,27100,ENG MATERLS OF FUTRE,1,27,45,60%,7.22,3.56,3.63,3.56,3.15,3.56,3.3,4.37,3.26,3.41
Spring,2010,"HEARD, R. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,41,82,50%,5.59,4.22,4.3,4.34,4.02,4.29,4.2,4.51,4.17,3.88
Spring,2010,"BOCKSTALLER, M. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,41,82,50%,5.91,3.79,3.79,3.79,3.45,3.88,3.7,4.47,3.67,3.48
Fall,2015,GREGORY ROHRER,MSE,27111,ACADEMIC VARIANT,A,1,3,33%,2,5,5,5,5,5,5,5,5,5
Fall,2016,VINCENT SOKALSKI,MSE,27201,STRUCTURE MATERIALS,1,20,37,54%,10.65,4.9,4.7,4.55,4.45,4.75,4.65,5,4.65,4.53
