Summer,2017,"FICCA, J. (co-taught)",CFA,62049,UNQ DUTCH,A,4,18,22%,27,5,4.75,4.75,4.5,5,5,5,5,4.75
Summer,2017,"GUTSCHOW, K. (co-taught)",CFA,62049,UNQ DUTCH,A,4,18,22%,27,5,4.75,4.75,4.75,5,4.75,4.75,4.75,4.75
Fall,2015,DARIA WARD,CFA,62102,MODERN DANCE WRKSHP,A,16,37,43%,2.75,4.88,4.88,4.81,4.94,4.88,4.88,4.94,4.88,4.94
Fall,2014,DARIA WARD,CFA,62102,MODERN DANCE WRKSHP,A,10,27,37%,2.6,5,4.6,4.8,4.9,5,5,4.9,4.9,4.9
Fall,2013,DARIA WARD,CFA,62102,MODERN DANCE WRKSHP,A,14,27,52%,2.64,4.93,4.86,4.93,4.93,4.79,4.93,4.93,4.93,4.79
Fall,2012,DARIA WARD,CFA,62102,MODERN DANCE WRKSHP,A,8,20,40%,4.63,5,5,5,5,5,5,5,5,4.88
Fall,2011,DARIA WARD,CFA,62102,MODERN DANCE WRKSHP,A,10,17,59%,3.2,4.6,4.4,4.2,4.1,4.4,4.5,4.7,4.4,4.3
Fall,2010,DARIA WARD,CFA,62102,MODERN DANCE WRKSHP,A,10,19,53%,3.67,5,4.7,4.9,4.9,5,5,5,5,4.9
Spring,2016,DARIA WARD,CFA,62103,MODERN DANCE WRKSHP,A,25,52,48%,2.48,4.76,4.64,4.56,4.72,4.68,4.76,4.84,4.76,4.68
Spring,2015,DARIA WARD,CFA,62103,MODERN DANCE WRKSHP,A,22,52,42%,3.95,4.86,4.86,4.73,4.82,4.82,4.86,4.91,4.86,4.82
Spring,2014,DARIA WARD,CFA,62103,MODERN DANCE WRKSHP,A,14,38,37%,3.71,4.93,4.71,4.93,4.93,4.93,4.93,4.93,4.93,4.93
Spring,2013,DARIA WARD,CFA,62103,MODERN DANCE WRKSHP,A,11,25,44%,2.55,4.82,4.64,4.55,4.45,4.73,4.91,4.91,4.55,4.45
Spring,2012,DARIA WARD,CFA,62103,MODERN DANCE WRKSHP,A,9,28,32%,2.75,4.44,3.88,3.89,4.33,3.89,4,4.75,4.11,4
Fall,2016,FRANCESCA TORELLO,CFA,62105,EXPLRNG PGH,A,42,72,58%,6.45,3.83,3.07,3.1,3.14,3.33,3.12,4.1,3.02,2.93
Spring,2017,KRISTEN KOVAK,CFA,62110,PASSPORT TO THE ARTS,A,18,29,62%,3.83,4.67,4.56,4.44,4.59,4.72,4.5,4.83,4.78,4.56
Spring,2016,KRISTEN KOVAK,CFA,62110,PASSPORT TO THE ARTS,A,19,25,76%,5.16,4.89,4.89,4.84,4.53,4.95,4.78,4.95,4.84,4.89
Fall,2016,KRISTEN KOVAK,CFA,62110,PASSPORT TO THE ARTS,A,10,15,67%,6.8,4.5,4.7,4.5,4.4,4.7,4.7,4.8,4.7,4.6
Spring,2015,KRISTEN KOVAK,CFA,62110,PASSPORT TO THE ARTS,A,23,31,74%,3.96,4.7,4.48,4.57,4.52,4.61,4.65,4.74,4.52,4.45
Spring,2014,KRISTEN KOVAK,CFA,62110,PASSPORT TO THE ARTS,A,25,29,86%,2.96,4.8,4.76,4.68,4.64,4.76,4.6,4.88,4.76,4.36
Fall,2014,KRISTEN KOVAK,CFA,62110,PASSPORT TO THE ARTS,A,18,32,56%,3.83,4.67,4.72,4.5,4.33,4.67,4.56,4.78,4.5,4.44
Fall,2013,KRISTEN KOVAK,CFA,62110,PASSPORT TO THE ARTS,A,9,9,100%,4,4.67,4.56,4.56,4.67,4.67,4.67,4.67,4.67,4.67
