Fall,2016,MARTI LOUW,HCI,5291,LRNG MEDIA DESIGN,A,Lect,5,6,83%,11,4.6,4,4.2,4.4,4.4,4.4,4.6,4.6,4.4
Fall,2015,MARTI LOUW,HCI,5291,LRNG MEDIA DESIGN,A,Lect,5,7,71%,12.8,5,3,4,3.8,5,4.4,5,4.2,4.4
Spring,2016,MARTI LOUW,HCI,5292,LEARNING MEDIA MTHDS,A4,Lect,6,14,43%,6.5,4.17,3.83,3.67,3.67,3.67,4.17,4.33,4,3.83
Spring,2015,MARTI LOUW,HCI,5292,LEARNING MEDIA MTHDS,A4,Lect,6,12,50%,8.6,4.33,3.83,4.17,4.17,4.5,4.4,4.67,4.17,4
Fall,2015,JEFFREY BIGHAM,HCI,5320,SOCIAL WEB,A,Lect,21,30,70%,8.43,4.14,4.19,4.05,3.52,4.29,4.1,4.57,4.1,4.05
Fall,2014,JEFFREY BIGHAM,HCI,5320,SOCIAL WEB,A,Lect,13,23,57%,7.85,4,3.92,3.92,3.23,4.31,4.17,4.62,4.15,4.08
Fall,2013,ANIKET KITTUR,HCI,5320,SOCIAL WEB,A,Lect,10,16,63%,8.6,4.1,4.1,4,3.7,3.8,4.6,4.3,3.5,4.2
Spring,2012,"KRAUT, R. (co-taught)",HCI,5320,SOCIAL WEB,A,Lect,5,9,56%,10.4,3.2,3.2,3.4,2.2,3.6,3.6,3.4,3.2,3.8
Spring,2012,"HONG, J. (co-taught)",HCI,5320,SOCIAL WEB,A,Lect,5,9,56%,10,3,3,3.33,2,3.67,3.67,3.33,2,3.67
Fall,2012,JASON HONG,HCI,5320,SOCIAL WEB,A,Lect,4,14,29%,9,4.75,4.75,4.25,4.5,4.75,4.5,4.5,4.25,4.5
Fall,2010,"HONG, J. (co-taught)",HCI,5320,SOCIAL WEB,A,Lect,4,9,44%,6.5,3.75,4,4,4.25,4.5,4,4.25,3.75,4.25
Fall,2010,"KITTUR, A. (co-taught)",HCI,5320,SOCIAL WEB,A,Lect,4,9,44%,6.5,4.25,4.25,4.25,4.25,4.5,4.25,4.5,4,4.25
Fall,2016,ROBERT KRAUT,HCI,5341,ORG COMMUNICATION,A,Lect,2,5,40%,16,2,2,2,2,2,2,2.5,2,1.5
Fall,2015,ROBERT KRAUT,HCI,5341,ORG COMMUNICATION,A,Lect,4,8,50%,8,3.5,3.5,3.75,3.75,3.75,4,4,3.75,3.75
Fall,2014,ROBERT KRAUT,HCI,5341,ORG COMMUNICATION,A,Lect,4,8,50%,8.75,3.5,2.75,3,3.75,3.75,3.5,4.5,3.5,3.5
Fall,2012,ROBERT KRAUT,HCI,5341,ORG COMMUNICATION,A,Lect,2,2,100%,8,3.5,3.5,3,3.5,4.5,3.5,4.5,4.5,4
Spring,2011,ROBERT KRAUT,HCI,5341,ORG COMMUNICATION,A,Lect,2,5,40%,5,2.5,2,2,3.5,3,3,3,3.5,3
Spring,2010,ROBERT KRAUT,HCI,5341,ORG COMMUNICATION,A,Lect,2,4,50%,5,3,3,3,3,4,3.5,3.5,3.5,4
Spring,2016,CHRISTOPHER HARRISON,HCI,5391,DES HUMN CENTRD SFTW,A,Lect,39,46,85%,8.34,4.49,4.49,4.54,3.97,4.67,4.59,4.36,4.41,4.47
Fall,2016,CHRISTOPHER HARRISON,HCI,5391,DES HUMN CENTRD SFTW,A,Lect,38,45,84%,8.95,4.63,4.42,4.68,4.21,4.68,4.79,4.66,4.79,4.66
Spring,2015,CHRISTOPHER HARRISON,HCI,5391,DES HUMN CENTRD SFTW,A,Lect,42,56,75%,9.07,4.36,3.83,3.93,3.69,4.6,4.45,4.37,4.22,4.02
Fall,2015,CHRISTOPHER HARRISON,HCI,5391,DES HUMN CENTRD SFTW,A,Lect,30,47,64%,7.17,4.57,4.2,4.27,4.03,4.6,4.63,4.6,4.6,4.4
Spring,2014,CHRISTOPHER HARRISON,HCI,5391,DES HUMN CENTRD SFTW,A,Lect,24,46,52%,9.55,4.67,4.38,4.58,4.25,4.25,4.58,4.71,4.09,4.63
Spring,2013,ANIND DEY,HCI,5391,DES HUMN CENTRD SFTW,A,Lect,20,40,50%,9.4,3.95,3.9,3.9,3.75,3.95,4.2,4.05,3.7,4.2
Spring,2011,ANIND DEY,HCI,5391,DES HUMN CENTRD SFTW,A,Lect,8,12,67%,8,4,3.88,4.38,3.5,4.88,4.38,3.88,2.88,4.5
Fall,2011,JASON HONG,HCI,5391,DES HUMN CENTRD SFTW,A,Lect,11,16,69%,9.36,4.09,4.09,4.45,3.73,4.55,4.36,4.27,4,4.55
