Fall,2016,TIMOTHY HAGGERTY,H00,65101,HUMANITIES SCHOLAR I,A,Lect,16,19,84%,7.81,4.81,4.56,4.5,4.63,4.63,4.69,4.94,4.75,4.73
Fall,2015,TIMOTHY HAGGERTY,H00,65101,HUMANITIES SCHOLAR I,A,Lect,6,8,75%,6,4.67,4.5,4.17,4.5,4.5,4.33,4.33,4.67,4.67
Fall,2014,TIMOTHY HAGGERTY,H00,65101,HUMANITIES SCHOLAR I,A,Lect,9,13,69%,8.44,4.56,4.11,4.11,4.56,4.33,4.33,4.44,4.44,4.44
Fall,2013,TIMOTHY HAGGERTY,H00,65101,HUMANITIES SCHOLAR I,A,Lect,10,13,77%,5.3,4.6,3.9,3.5,4.4,4.3,4.2,4.4,4.6,4.4
Fall,2012,TIMOTHY HAGGERTY,HSS,65101,HUMANITIES SCHOLAR I,A,Lect,12,21,57%,7.75,4.33,4.17,3.92,4.08,4.42,4.17,4.25,4.33,4.25
Spring,2011,TIMOTHY HAGGERTY,HSS,65101,HUMANITIES SCHOLAR I,A,Lect,4,16,25%,5,4.75,4.25,4,4.5,4.5,4,4.25,4.5,4.25
Fall,2011,TIMOTHY HAGGERTY,HSS,65101,HUMANITIES SCHOLAR I,A,Lect,16,18,89%,7.06,4.38,3.69,3.81,4.19,4.06,4.13,4.56,4.13,3.94
Spring,2016,REBECCA MORRIS,H00,65102,HUMANTIES SCHOLRS II,A,Lect,5,6,83%,5,5,4.6,4.4,4.8,4.2,4.4,5,4.6,4.6
Spring,2015,YASUFUMI IWASAKI,H00,65102,HUMANTIES SCHOLRS II,A,Lect,5,5,100%,8,5,5,5,4.4,5,5,5,5,4.8
Spring,2014,GABRIELE MAIER,H00,65102,HUMANTIES SCHOLRS II,A,Lect,11,12,92%,5.9,4,3.09,3.36,3.36,4,3.91,3.45,3.64,3.82
Spring,2013,SHARON DILWORTH,HSS,65102,HUMANTIES SCHOLRS II,A,Lect,9,19,47%,6.67,3.22,2.11,2.33,2.44,2.89,2.67,2.89,2.56,2.67
